-85.82663,33.66911,"McDonalds PlayPlace-Anniston,AL","1901 Quintard Ave, Anniston,AL, (256) 236-5224"
-85.81804,33.71946,"McDonalds PlayPlace-Anniston,AL","5550 Mcclellan Blvd, Anniston,AL, (256) 820-0038"
-85.78884,33.6291,"McDonalds PlayPlace-Anniston,AL","3424 Greenbrier Dear Dr, Anniston,AL, (256) 832-4543"
-86.50283,34.32584,"McDonalds PlayPlace-Arab,AL","700 N Brandlee Pkwy, Arab,AL, (256) 586-8792"
-86.84025,34.99181,"McDonalds PlayPlace-Ardmore,AL","26862 Main St, Ardmore,AL, (256) 423-3663"
-85.82625,33.27559,"McDonalds-Ashland,AL","83690 Hwy 9, Ashland,AL, (256) 354-2339"
-86.95088,34.80485,"McDonalds-Athens,AL","103 Us 31 N, Athens,AL, (256) 233-1275"
-86.93826,34.78282,"McDonalds PlayPlace-Athens,AL","1529 Us 72 E, Athens,AL, (256) 232-1927"
-87.474623,31.1097,"McDonalds-Atmore,AL","5995 Hwy 21, Atmore,AL 36502, (251) 368-9753"
-87.49385,31.00651,"McDonalds PlayPlace-Atmore,AL","1414 S Main St, Atmore,AL, (251) 368-2267"
-86.07735,34.01812,"McDonalds-Attalla,AL","610 Cleveland Ave, Attalla,AL, (256) 538-1107"
-85.48354,32.60663,"McDonalds-Auburn,AL","224 West Magnolia Ave, Auburn,AL, (334) 821-7185"
-85.5052,32.56097,"McDonalds-Auburn,AL","2372 College St, Auburn,AL, (334) 502-8900"
-85.44573,32.62495,"McDonalds PlayPlace-Auburn,AL","1634 Opelika Hwy, Auburn,AL, (334) 821-5303"
-87.78384,30.87913,"McDonalds-Bay Minette,AL","98 McMeans Ave, Bay Minette,AL, (251) 937-2611"
-86.92224,33.33711,"McDonalds PlayPlace-Bessemer,AL","1195 Greenmor Dr, Bessemer,AL, (205) 425-6200"
-86.9986,33.36264,"McDonalds PlayPlace-Bessemer,AL","765 Academy Dr, Bessemer,AL, (205) 425-4727"
-86.96937,33.39583,"McDonalds PlayPlace-Bessemer,AL","911 9th Ave N, Bessemer,AL, (205) 428-9768"
-86.84708,33.50003,"McDonalds-Birmingham,AL","732 Lomb Ave Sw, Birmingham,AL, (205) 787-6245"
-86.8397,33.48048,"McDonalds-Birmingham,AL","801 Dennison Ave, Birmingham,AL, (205) 323-5387"
-86.82769,33.54057,"McDonalds-Birmingham,AL","1700 Finley Blvd, Birmingham,AL, (205) 254-3646"
-86.81908,33.55394,"McDonalds-Birmingham,AL","3220 26th St N, Birmingham,AL, (205) 324-8945"
-86.807791,33.504646,"McDonalds-Birmingham,AL","1501 5th Ave S, Birmingham,AL, (205) 933-1650"
-86.80019,33.53363,"McDonalds-Birmingham,AL","3013 12th Ave N, Birmingham,AL, (205) 324-5005"
-86.78817,33.50977,"McDonalds-Birmingham,AL","2733 8th Ave, Birmingham,AL, (205) 324-5892"
-86.74863,33.54354,"McDonalds-Birmingham,AL","5904 1st Ave N, Birmingham,AL, (205) 592-2671"
-86.69884,33.5886,"McDonalds [WM]-Birmingham,AL","9248 Parkway E [WM], Birmingham,AL, (205) 833-9665"
-86.68365,33.63668,"McDonalds-Birmingham,AL","1907 Center Point Rd, Birmingham,AL, (205) 854-4362"
-86.629063,33.639944,"McDonalds [WM]-Birmingham,AL","5919 Trussville Crossing [WM], Birmingham,AL, (205) 661-0225"
-86.7215,33.52553,"McDonalds-Birmingham,AL","1569 Montclair Rd, Birmingham,AL, (205) 956-9666"
-86.89285,33.56157,"McDonalds PlayPlace-Birmingham,AL","1309 Forestdale Blvd, Birmingham,AL, (205) 798-2896"
-86.87868,33.4953,"McDonalds PlayPlace-Birmingham,AL","2201 Bessemer Hwy, Birmingham,AL, (205) 780-5841"
-86.811501,33.52029,"McDonalds PlayPlace-Birmingham,AL","4625 Hwy 280 S, Birmingham,AL, (205) 991-3086"
-86.73994,33.38369,"McDonalds PlayPlace-Birmingham,AL","2640 Valleydale Rd, Birmingham,AL, (205) 408-7448"
-86.696632,33.587945,"McDonalds PlayPlace-Birmingham,AL","218 Gadsden Hwy, Birmingham,AL 35235, (205) 853-5149"
-86.68185,33.41874,"McDonalds [WM]-Birmingham,AL","Hwy US 280 [WM], Birmingham,AL, (205) 980-4948"
-86.15069,34.19869,"McDonalds PlayPlace-Boaz,AL","861 Us Hwy 431 S, Boaz,AL, (256) 593-1015"
-87.07977,31.09949,"McDonalds-Brewton,AL","464 South Blvd, Brewton,AL, (251) 867-4540"
-86.952764,33.42752,"McDonalds-Brighton,AL","3633 Jaybird Rd, Brighton,AL, (205) 428-3837"
-86.74985,33.14685,"McDonalds PlayPlace-Calera,AL","706 Supercenter Dr, Calera,AL, (205) 668-7588"
-88.00967,31.127797,"McDonalds-Calvert,AL","20890 Hwy 43, Calvert,AL 36560, (251) 829-9480"
-85.66817,34.16015,"McDonalds-Centre,AL","650 Cedar Bluff Rd, Centre,AL, (256) 927-4200"
-87.149199,32.94471,"McDonalds PlayPlace-Centreville,AL","385 Walnut St, Centreville,AL, (205) 926-6186"
-86.63385,33.34814,"McDonalds PlayPlace-Chelsea,AL","16758 Us Hwy 280, Chelsea,AL, (205) 678-0505"
-86.35069,33.26488,"McDonalds PlayPlace-Childersburg,AL","33785 Us Hwy 280, Childersburg,AL, (256) 378-5977"
-86.57607,32.8011,"McDonalds-Clanton,AL","2250 7th St S, Clanton,AL, (205) 755-8411"
-86.615891,33.179848,"McDonalds PlayPlace-Columbiana,AL","301 W College St, Columbiana,AL, (205) 669-7710"
-87.44804,33.17606,"McDonalds PlayPlace-Cottondale,AL","6501 Interstate Ln, Cottondale,AL, (205) 507-0700"
-86.87543,34.20702,"McDonalds-Cullman,AL","6065 Al Highway 157, Cullman,AL, (256) 734-4258"
-86.83668,34.1629,"McDonalds-Cullman,AL","1425 2nd Ave Sw, Cullman,AL, (256) 734-4073"
-85.73031,32.82105,"McDonalds PlayPlace-Dadeville,AL","17956 Highway 280, Dadeville,AL, (256) 825-8744"
-85.71279,31.30934,"McDonalds-Daleville,AL","575 N Daleville Ave, Daleville,AL, (334) 598-6072"
-87.91231,30.6496,"McDonalds PlayPlace-Daphne,AL","29138 Us 98, Daphne,AL, (251) 621-3596"
-87.901512,30.603901,"McDonalds PlayPlace-Daphne,AL","29919 Woodrow Lane, Daphne,AL, (251) 626-9909"
-87.01302,34.57255,"McDonalds-Decatur,AL","2225 Danville Rd Sw, Decatur,AL, (256) 350-7083"
-86.98017,34.5892,"McDonalds-Decatur,AL","1208 6th Ave Se, Decatur,AL, (256) 353-8911"
-87.051264,34.619656,"McDonalds-Decatur,AL","3010 Alabama Hwy 20 NW, Decatur,AL 35601, (256) 355-7651"
-86.9087,34.5359,"McDonalds PlayPlace-Decatur,AL","3342 Point Mallard Pky Se, Decatur,AL, (256) 584-6886"
-87.83765,32.50487,"McDonalds-Demopolis,AL","1111 Walnut St, Demopolis,AL, (334) 289-3069"
-86.883972,34.041569,"McDonalds-Dodge City,AL","231 Hwy 69 S, Dodge City,AL, (256) 287-9543"
-87.065994,33.759327,"McDonalds PlayPlace-Dora,AL","2445 Hwy 78, Dora,AL, (205) 648-3673"
-85.4002,31.22511,"McDonalds-Dothan,AL","619 W Main St, Dothan,AL, (334) 793-1625"
-85.39758,31.18968,"McDonalds-Dothan,AL","2101 Ross Clark Cir, Dothan,AL, (334) 794-0221"
-85.36078,31.21709,"McDonalds-Dothan,AL","1081 Ross Clark Cir, Dothan,AL, (334) 677-0779"
-85.33226,31.19601,"McDonalds-Dothan,AL","Hwy 84 & John D Odom Rd, Dothan,AL 36303, (334) 671-2369"
-85.38914,31.25415,"McDonalds-Dothan,AL","2251 Reeves St, Dothan,AL, (334) 702-8338"
-85.42768,31.24592,"McDonalds PlayPlace-Dothan,AL","3520 Ross Clark Cir, Dothan,AL, (334) 792-0313"
-86.90779,33.49959,"McDonalds PlayPlace-Ensley,AL","3520 Avenue E, Ensley,AL, (205) 780-4146"
-85.827301,31.315718,"McDonalds [WM]-Enterprise,AL","600 Boll Weevil Circle [WM], Enterprise,AL, (334) 393-6679"
-85.86223,31.33399,"McDonalds PlayPlace-Enterprise,AL","652 Boll Weevil North, Enterprise,AL, (334) 347-3417"
-85.15626,31.87114,"McDonalds-Eufaula,AL","1250 S Eufaula Ave, Eufaula,AL, (334) 687-6686"
-86.897,31.4491,"McDonalds-Evergreen,AL","Route 2 Box 294, Evergreen,AL, (251) 578-3797"
-87.852127,30.523479,"McDonalds [WM]-Fairhope,AL","10040 Country Rd 48 [WM], Fairhope,AL, (251) 990-7882"
-87.8863,30.52552,"McDonalds-Fairhope,AL","111 N Greeno Rd, Fairhope,AL, (251) 990-8833"
-86.894122,34.36811,"McDonalds-Falkville,AL","64 E Pike Road [Travel Center], Falkville,AL, (256) 784-9661"
-87.82667,33.70342,"McDonalds PlayPlace-Fayette,AL","1421 Temple Ave N, Fayette,AL, (205) 932-8882"
-87.253115,31.027075,"McDonalds-Flomation,AL","80 Hwy 113, Flomation,AL 36441, (513) 582-7835"
-87.69026,34.8485,"McDonalds PlayPlace-Florence,AL","3183 Cloverdale Rd, Florence,AL, (256) 740-6797"
-87.68051,34.81668,"McDonalds-Florence,AL","1155 N Wood Ave, Florence,AL, (256) 766-9550"
-87.63136,34.83678,"McDonalds-Florence,AL","306 Cox Creek Pwky, Florence,AL, (256) 764-2800"
-87.65596,34.82007,"McDonalds PlayPlace-Florence,AL","1505 Florence Blvd, Florence,AL, (256) 766-4341"
-87.6291,30.3679,"McDonalds-Foley,AL","1295 Walk Magnolia Dr, Foley,AL 36535, (251) 970-2121"
-87.68345,30.39556,"McDonalds PlayPlace-Foley,AL","1010 S McKenzie St, Foley,AL, (251) 943-6960"
-87.68354,30.38288,"McDonalds [WM]-Foley,AL","2200 S McKenzie St [WM], Foley,AL, (251) 943-1717"
-85.73339,34.43265,"McDonalds PlayPlace-Fort Payne,AL","205 Glenn Blvd Sw, Fort Payne,AL, (256) 845-0127"
-86.806039,33.608079,"McDonalds-Fultondale,AL","239 Howell St, Fultondale,AL, (205) 841-0002"
-86.02071,34.0218,"McDonalds-Gadsden,AL","200 N 12th St, Gadsden,AL, (256) 547-0393"
-86.093359,33.997152,"McDonalds-Gadsden,AL","101 Enterprise Dr, Gadsden,AL 35901, (256) 547-0393"
-86.00417,33.99859,"McDonalds-Gadsden,AL","952 Rainbow Dr, Gadsden,AL, (256) 547-0284"
-86.80991,33.65229,"McDonalds PlayPlace-Gardendale,AL","1017 Decatur Hwy, Gardendale,AL, (205) 631-5459"
-86.82485,33.64791,"McDonalds [WM]-Gardendale,AL","890 Odum Rd [WM], Gardendale,AL, (205) 608-1877"
-85.89048,31.04801,"McDonalds-Geneva,AL","1205 W Maple Ave, Geneva,AL, (334) 684-6409"
-85.94155,33.96533,"McDonalds PlayPlace-Glencoe,AL","616 Chastain Blvd W, Glencoe,AL, (256) 492-7682"
-88.335,30.499005,"McDonalds-Grand Bay,AL","9200 Grand Bay Wilmer Rd, Grand Bay,AL, (251) 865-2088"
-87.59289,32.69857,"McDonalds PlayPlace-Greensboro,AL","1401 State St, Greensboro,AL, (334) 624-5600"
-86.62656,31.84747,"McDonalds PlayPlace-Greenville,AL","112 Greenville Byp, Greenville,AL, (334) 382-2007"
-87.68707,30.27394,"McDonalds-Gulf Shores,AL","2000 Gulfshores Pky, Gulf Shores,AL, (251) 967-3700"
-86.30841,34.34159,"McDonalds PlayPlace-Guntersville,AL","1745 Gunter Ave, Guntersville,AL, (256) 582-2805"
-87.62164,34.22679,"McDonalds-Haleyville,AL","2006 11th Ave, Haleyville,AL, (205) 486-5859"
-87.98852,34.14236,"McDonalds PlayPlace-Hamilton,AL","Hwy 78 Military St S, Hamilton,AL, (205) 921-4323"
-86.77715,34.07177,"McDonalds-Hanceville,AL","740 N Main St, Hanceville,AL, (256) 352-2120"
-86.94225,34.4419,"McDonalds-Hartselle,AL","201 Highway 31 S, Hartselle,AL, (256) 773-7760"
-86.713312,34.846838,"McDonalds-Harvest,AL","5904 Hwy 53, Harvest,AL 35749, (256) 851-5671"
-86.57167,34.9329,"McDonalds PlayPlace-Hazel Green,AL","14267 Us 231, Hazel Green,AL, (256) 828-2846"
-85.595127,33.625168,"McDonalds-Heflin,AL","1816 Almon St, Heflin,AL 35264, (256) 463-8888"
-86.85214,33.28043,"McDonalds PlayPlace-Helena,AL","7210 Wyndham Pky, Helena,AL, (205) 620-6679"
-86.79087,33.49071,"McDonalds-Homewood,AL","2001 Montgomery Hwy, Homewood,AL, (205) 930-9777"
-86.818177,33.46043,"McDonalds-Homewood,AL","818 Green Springs Rd, Homewood,AL, (205) 942-5681"
-86.82125,33.45143,"McDonalds PlayPlace-Homewood,AL","124 State Farm Pky, Homewood,AL, (205) 917-3700"
-86.81104,33.37859,"McDonalds-Hoover,AL","2000 Riverchase Galleria, Hoover,AL, (205) 444-1405"
-86.80634,33.40702,"McDonalds-Hoover,AL","1547 Montgomery Hwy, Hoover,AL, (205) 979-2386"
-86.80488,33.37999,"McDonalds PlayPlace-Hoover,AL","1731 Montgomery Hwy S, Hoover,AL, (205) 987-8263"
-86.82546,33.362717,"McDonalds [WM]-Hoover,AL","2780 John Hawkins Pkwy [WM], Hoover,AL, (205) 982-1700"
-86.3081,32.3018,"McDonalds-Hope Hull,AL","I-65 & Hwy 31, Hope Hull,AL 36105, (334) 280-4790"
-86.98547,33.45089,"McDonalds PlayPlace-Hueytown,AL","3069 Allison Bonnett Memorial Dr, Hueytown,AL, (205) 491-5951"
-86.968613,33.458664,"McDonalds [WM]-Hueytown,AL","1007 Red Farmer Rd [WM], Hueytown,AL, (205) 744-9002"
-86.6746,34.74357,"McDonalds-Huntsville,AL","6100 University Dr NW, Huntsville,AL, (256) 895-0143"
-86.62762,34.73516,"McDonalds-Huntsville,AL","4002 University Dr, Huntsville,AL, (256) 837-3970"
-86.590453,34.708824,"McDonalds-Huntsville,AL","2704 S Memorial Parkway, Huntsville,AL, (256) 535-6064"
-86.57852,34.79073,"McDonalds-Huntsville,AL","4965 N Memorial Pky, Huntsville,AL, (256) 859-9001"
-86.57458,34.7195,"McDonalds-Huntsville,AL","310 Governors Dr Se, Huntsville,AL, (256) 534-1031"
-86.48648,34.8204,"McDonalds-Huntsville,AL","2234 Winchester Rd Ne, Huntsville,AL, (256) 382-2342"
-86.56644,34.64399,"McDonalds-Huntsville,AL","10031 S Memorial Pky, Huntsville,AL, (256) 883-9050"
-86.59232,34.75792,"McDonalds PlayPlace-Huntsville,AL","2600 Memorial Pky Nw, Huntsville,AL, (256) 852-5730"
-86.5684,34.69376,"McDonalds PlayPlace-Huntsville,AL","4810 Whitesburg Dr S, Huntsville,AL, (256) 880-3763"
-86.52631,34.77308,"McDonalds PlayPlace-Huntsville,AL","1795 Us 72 E, Huntsville,AL, (256) 859-1630"
-86.69401,33.53329,"McDonalds PlayPlace-Irondale,AL","734 Grants Mill Rd, Irondale,AL, (205) 956-3312"
-88.246094,30.428543,"McDonalds-Irvington,AL","8660 Hwy 188, Irvington,AL, (251) 824-1810 "
-87.88919,31.53514,"McDonalds PlayPlace-Jackson,AL","2425 College Ave, Jackson,AL, (251) 246-5044"
-85.76141,33.81646,"McDonalds-Jacksonville,AL","312 Pelham Rd N, Jacksonville,AL, (256) 435-1354"
-87.25401,33.84472,"McDonalds [WM]-Jasper,AL","1801 Highway 78 E[WM], Jasper,AL, (205) 302-0010"
-87.242995,33.79252,"McDonalds-Jasper,AL","Carl Cannon Blvd & Whitehouse Rd [Travel Center], Jasper,AL 35501, (205) 221-4120"
-87.26926,33.8488,"McDonalds PlayPlace-Jasper,AL","600 Hwy 78 East, Jasper,AL, (205) 221-9777"
-86.74355,32.95955,"McDonalds PlayPlace-Jemison,AL","24712 Us Hwy 31, Jemison,AL, (205) 688-1141"
-87.55506,34.85576,"McDonalds-Killen,AL","1001 Hwy 72, Killen,AL, (256) 757-4040"
-87.102868,33.280143,"McDonalds-Lake View [Woodstock],AL","22183 Hwy 216 [Travel Center], Lake View,AL 35111, (205) 477-5007"
-86.52365,33.55922,"McDonalds PlayPlace-Leeds,AL","1724 Ashville Rd NE, Leeds,AL, (205) 699-7080"
-86.12521,33.58746,"McDonalds PlayPlace-Lincoln,AL","75280 Al Highway 77, Lincoln,AL, (205) 763-0930"
-88.18591,32.58394,"McDonalds-Livingston,AL","704 Hwy 28 West, Livingston,AL 35470, (205) 652-1270"
-87.76073,30.6421,"McDonalds-Loxley,AL","12593 N Hickory St, Loxley,AL, (251) 964-4155"
-86.2665,31.7441,"McDonalds-Luverne,AL","US Hwy 331, Luverne,AL, (334) 335-5235"
-86.74937,34.75208,"McDonalds PlayPlace-Madison,AL","8005 Us 72 W, Madison,AL, (256) 722-9584"
-86.74903,34.67751,"McDonalds PlayPlace-Madison,AL","8841 Madison Blvd, Madison,AL, (256) 772-0099"
-86.99999,33.33018,"McDonalds PlayPlace-McCalla,AL","4746 Eastern Valley Rd, McCalla,AL, (205) 477-1003"
-86.571399,34.858559,"McDonalds PlayPlace-Meridianville,AL","11895 Hwy 231/431 North, Meridianville,AL 35759, (256) 828-4555"
-86.9219,33.45682,"McDonalds-Midfield,AL","11 Phillips Dr, Midfield,AL, (205) 923-9802"
-86.372022,32.519107,"McDonalds PlayPlace-Millbrook,AL","3755 Hwy 14, Millbrook,AL, (334) 285-4554"
-86.37408,32.5179,"McDonalds [WM]-Millbrook,AL","Hwy 143 & Deatsville Rd [WM], Millbrook,AL, (334) 285-6112"
-88.126536,30.68458,"McDonalds [WM]-Mobile,AL","101 S Beltline Hwy [WM], Mobile,AL, (251) 471-9003"
-88.224823,30.640946,"McDonalds-Mobile,AL","2415 Schillinger Rd S, Mobile,AL, (251) 634-1378"
-88.19085,30.66001,"McDonalds-Mobile,AL","1400 Hillcrest Rd, Mobile,AL, (251) 607-0014"
-88.17148,30.68937,"McDonalds-Mobile,AL","5601 Old Shell Rd, Mobile,AL, (251) 342-8172"
-88.12365,30.68865,"McDonalds-Mobile,AL","2 Springdale Blvd, Mobile,AL, (251) 471-1508"
-88.12353,30.67623,"McDonalds-Mobile,AL","3424 Bel Air Mall, Mobile,AL, (251) 471-4636"
-88.11351,30.7007,"McDonalds-Mobile,AL","3119 Moffet Rd, Mobile,AL, (251) 473-3160"
-88.08391,30.72131,"McDonalds-Mobile,AL","2291 St Stephens Rd, Mobile,AL, (251) 452-1207"
-88.053238,30.68639,"McDonalds-Mobile,AL","7749 Moffet Rd, Mobile,AL, (251) 649-2215"
-88.04988,30.68756,"McDonalds-Mobile,AL","658 Government Blvd, Mobile,AL, (251) 433-8573"
-88.12021,30.67612,"McDonalds-Mobile,AL","3213 Airport Blvd, Mobile,AL 36606, (251) 471-9007"
-88.22533,30.68694,"McDonalds-Mobile,AL","281 Schillinger Rd, Mobile,AL, (251) 633-7766"
-88.169685,30.590847,"McDonalds-Mobile,AL","5424 Hwy 90 W, Mobile,AL, (251) 666-0261"
-88.16204,30.64808,"McDonalds-Mobile,AL","5019 Cottage Hill Rd, Mobile,AL, (251) 661-5998"
-88.15753,30.72009,"McDonalds-Mobile,AL","5003 Moffet Road, Mobile,AL, (251) 342-1560"
-88.14957,30.67091,"McDonalds-Mobile,AL","367 Azalea Rd, Mobile,AL, (251) 344-5076"
-88.07473,30.60945,"McDonalds-Mobile,AL","3116 Dauphin Island Pwky, Mobile,AL, (251) 478-5390"
-88.10677,30.66499,"McDonalds PlayPlace-Mobile,AL","2692 Government Blvd, Mobile,AL, (251) 471-5014"
-88.248045,30.640942,"McDonalds-Mobile,AL","2418 Dawes Rd, Mobile,AL, (251) 633-6147"
-87.31923,31.50744,"McDonalds PlayPlace-Monroeville,AL","1511 S Alabama Ave, Monroeville,AL, (251) 575-2929"
-86.86107,33.10177,"McDonalds-Montevallo,AL","907 Main St, Montevallo,AL, (205) 665-1335"
-86.21828,32.35553,"McDonalds PlayPlace-Montgomery,AL","1590 Eastern Blvd, Montgomery,AL, (334) 272-8908"
-86.34546,32.36932,"McDonalds-Montgomery,AL","3450 Day St, Montgomery,AL, (334) 834-4310"
-86.18358,32.38263,"McDonalds [WM]-Montgomery,AL","6493 Atlanta Hwy [WM], Montgomery,AL, (334) 274-0840"
-86.17959,32.33956,"McDonalds-Montgomery,AL","2750 Taylor Rd, Montgomery,AL, (334) 270-9878"
-86.31857,32.35173,"McDonalds-Montgomery,AL","700 W Fairview Ave, Montgomery,AL, (334) 264-8814"
-86.27573,32.38047,"McDonalds-Montgomery,AL","2212 Madison Ave, Montgomery,AL, (334) 265-3615"
-86.26878,32.36422,"McDonalds-Montgomery,AL","2681 Zelda Rd, Montgomery,AL, (334) 263-9596"
-86.25572,32.3274,"McDonalds-Montgomery,AL","2621 E South Blvd, Montgomery,AL, (334) 288-7558"
-86.328135,32.325945,"McDonalds PlayPlace-Montgomery,AL","I-65 Exit 168 [935 W South Blvd], Montgomery,AL, (334) 281-0635"
-86.24228,32.38565,"McDonalds PlayPlace-Montgomery,AL","2601 Cong W L Dickinson Dr, Montgomery,AL, (334) 260-7975"
-86.200234,32.382614,"McDonalds PlayPlace-Montgomery,AL","5765 Atlanta Hwy, Montgomery,AL, (334) 277-0151"
-86.138343,32.363074,"McDonalds PlayPlace-Montgomery,AL","Hwy 80 & I 85, Montgomery,AL, (334) 239-7883"
-86.2337,32.32875,"McDonalds [WM]-Montgomery,AL","3801 Eastern Blvd [WM], Montgomery,AL, (334) 280-5727"
-87.27458,34.48494,"McDonalds-Moulton,AL","11698 Al Hwy 157, Moulton,AL, (256) 974-4526"
-87.667348,34.746956,"McDonalds-Muscle Shoals,AL","1503 Woodward Ave, Muscle Shoals,AL, (256) 381-2211"
-87.60112,33.30456,"McDonalds-Northport,AL","13516 Highway 43 N, Northport,AL, (205) 330-2547"
-87.57811,33.23975,"McDonalds PlayPlace-Northport,AL","2000 82 Bypass, Northport,AL, (205) 339-8887"
-87.6125,33.23556,"McDonalds [WM]-Northport,AL","5710 McFarland Blvd [WM], Northport,AL, (205) 339-9881"
-86.47057,33.94963,"McDonalds PlayPlace-Oneonta,AL","718 2nd Ave E, Oneonta,AL, (205) 274-8700"
-85.404809,32.620033,"McDonalds-Opelika,AL","2057 Tiger Town Pkwy, Opelika,AL 36801, (334) 745-0200"
-85.35117,32.64375,"McDonalds-Opelika,AL","1104 Columbus Pky, Opelika,AL, (334) 749-5648"
-85.42078,32.6357,"McDonalds [WM]-Opelika,AL","2900 Pepperell Pky [WM], Opelika,AL, (334) 741-7097"
-87.582542,30.291771,"McDonalds PlayPlace-Orange Beach,AL","4511 Orange Beach, Orange Beach,AL, (251) 974-2663"
-86.482067,34.65822,"McDonalds PlayPlace-Owens Cross Roads,AL","6711 Hwy 431 S, Owens Cross Roads,AL, (256) 539-1013"
-85.83459,33.60032,"McDonalds [WM]-Oxford,AL","92 Plaza Lane [WM],Oxford,AL, (256) 835-7912"
-85.82799,33.60845,"McDonalds-Oxford,AL","1015 Hwy 21 S,Oxford,AL, (256) 831-7561"
-85.64319,31.45829,"McDonalds PlayPlace-Ozark,AL","1001 N US Hwy 231, Ozark,AL, (334) 774-4996"
